13/3/2018 4:27:42 p. m.;0,3397922;0,2874146;NULL;NULL;NULL;INI
13/3/2018 4:27:42 p. m.;0,3397922;0,2874146;DET
13/3/2018 4:27:47 p. m.;-0,1781106;0,1102618;NULL;NULL;NULL;REC
13/3/2018 4:27:47 p. m.;-0,1781106;0,1102618;REC
13/3/2018 4:27:49 p. m.;-0,6955283;0,1697732;REC
13/3/2018 4:27:50 p. m.;-1,713956;0,7893525;REC
13/3/2018 4:27:50 p. m.;-2,715782;1,475464;REC
13/3/2018 4:27:51 p. m.;-2,699641;1,461033;REC
13/3/2018 4:27:52 p. m.;-1,69206;0,8645744;REC
13/3/2018 4:27:53 p. m.;-0,6858028;0,5513471;REC
13/3/2018 4:27:53 p. m.;-0,1742709;0,2518532;REC
13/3/2018 4:27:58 p. m.;-0,6855813;0,5189596;REC
13/3/2018 4:27:58 p. m.;-1,706866;1,002264;REC
13/3/2018 4:27:59 p. m.;-2,719333;1,759049;REC
13/3/2018 4:27:59 p. m.;-3,739017;2,375681;REC
13/3/2018 4:28:00 p. m.;-4,74597;2,971761;REC
13/3/2018 4:28:01 p. m.;-5,753205;3,567904;REC
13/3/2018 4:28:01 p. m.;-6,760196;4,163364;REC
13/3/2018 4:28:02 p. m.;-7,767634;4,759637;REC
13/3/2018 4:28:02 p. m.;-8,774703;5,35586;REC
13/3/2018 4:28:03 p. m.;-9,782121;5,951881;REC
13/3/2018 4:28:04 p. m.;-10,78989;6,548198;REC
13/3/2018 4:28:04 p. m.;-11,80603;6,835248;REC
13/3/2018 4:28:05 p. m.;-12,82797;7,452909;REC
13/3/2018 4:28:05 p. m.;-13,84588;8,030807;REC
13/3/2018 4:28:06 p. m.;-14,86283;8,611082;REC
13/3/2018 4:28:07 p. m.;-15,87971;9,191727;REC
13/3/2018 4:28:08 p. m.;-16,39928;9,306487;RET
13/3/2018 4:28:09 p. m.;-15,36672;8,588033;RET
13/3/2018 4:28:10 p. m.;-14,35074;7,989317;RET
13/3/2018 4:28:10 p. m.;-13,31678;8,119617;RET
13/3/2018 4:28:11 p. m.;-12,31309;8,304428;RET
13/3/2018 4:28:11 p. m.;-11,29726;7,849111;RET
13/3/2018 4:28:12 p. m.;-10,27267;7,712621;RET
13/3/2018 4:28:12 p. m.;-9,241446;7,348679;RET
13/3/2018 4:28:13 p. m.;-8,234794;6,842999;RET
13/3/2018 4:28:14 p. m.;-7,238489;6,033446;RET
13/3/2018 4:28:14 p. m.;-6,220404;5,33009;RET
13/3/2018 4:28:15 p. m.;-5,204683;4,587053;RET
13/3/2018 4:28:16 p. m.;-4,301261;3,667026;RET
13/3/2018 4:28:16 p. m.;-3,285075;2,854687;RET
13/3/2018 4:28:17 p. m.;-2,268986;2,043752;RET
13/3/2018 4:28:18 p. m.;-1,247131;1,203562;RET
13/3/2018 4:28:19 p. m.;-0,3360164;0,1905834;RET
13/3/2018 4:28:20 p. m.;-0,3360164;0,1905834;REC
13/3/2018 4:28:30 p. m.;-0,3927595;0,1239542;REC
